system_id,word,pos
1,疫情,Na
1,爆發,VJ
1,，,COMMACATEGORY
1,很多,Neqa
1,公司,Nc
1,都,D
1,倒閉,VH
1,了,T
1,，,COMMACATEGORY
1,堆,VC
1,公司,Nc
1,還,D
1,沒,D
1,回血,VH
1,，,COMMACATEGORY
1,甚至,D
1,連,VJ
1,半導體,Na
1,也,D
1,面臨,VK
1,庫存,Na
1,而,Cbb
1,導致,VL
1,獲利,Na
1,衰退,VH
1,，,COMMACATEGORY
1,所以,Cbb
1,這,Nep
1,家,Nf
1,老牌,VH
1,企業,Na
1,已經,D
1,滿足,VHC
1,第,Neu
1,關,Nf
1,再來,Cbb
1,是,SHI
1,配息,Na
1,年數,Na
1,要夠,VH
1,高,VH
1,，,COMMACATEGORY
1,關貿,A
1,連續,VH
1,配息,Na
1,年,Nf
1,，,COMMACATEGORY
1,崇越,Nb
1,連續,VH
1,配息,Na
1,年,Nf
1,，,COMMACATEGORY
1,東元,Nb
1,則,D
1,是,SHI
1,連續,A
1,配息,Na
1,年,Na
1,第,Neu
1,關,Nf
1,則,D
1,是,SHI
1,獲利,VH
1,穩定,VHC
1,往,P
1,上,Ncd
1,走,VA
1,，,COMMACATEGORY
1,關貿,Na
1,自,P
1,年,Na
1,連續,D
1,成長到,VC
1,年,Nf
1,，,COMMACATEGORY
1,從,P
1,元,Nf
1,成長,VH
1,到,P
1,翻倍,VH
1,的,DE
1,元,Nd
1,，,COMMACATEGORY
1,這,Nep
1,當然,D
1,夠,Dfa
1,強,VH
1,東元,Nb
1,年,Nf
1,繳出,VC
1,元,Nf
1,出現,VH
1,衰退,VH
1,，,COMMACATEGORY
1,不過,Cbb
1,年前,Nd
1,季,Nd
1,繳出,VC
1,元逼,Na
1,近年,Nd
1,已經,D
1,回血,VH
1,而,Cbb
1,崇越,Nb
1,則,D
1,在,P
1,年,Na
1,連續,D
1,成長,VH
1,，,COMMACATEGORY
1,但,Cbb
1,隨著,P
1,半導體,Na
1,衰退,VH
1,，,COMMACATEGORY
1,年前,Nd
1,季,Nd
1,繳出元,VB
1,的,DE
1,衰退,VH
1,，,COMMACATEGORY
1,不過,Cbb
1,衰退,VH
1,幅度,Na
1,僅,Da
1,為,VG
1,，,COMMACATEGORY
1,並,D
1,不,D
1,像,P
1,其他,Neqa
1,同,Nes
1,產業,Na
1,的,DE
1,電子股,Na
1,腰斬,VB
1,這麼,Dfa
1,大,VH
1,經歷,VJ
1,過,Di
1,三,Neu
1,關,Nf
1,洗禮,Na
1,，,COMMACATEGORY
1,唯,Da
1,滿足,VHC
1,條件,Na
1,的,DE
1,就是,Cbb
1,關貿,Na
1,，,COMMACATEGORY
1,這,Nep
1,也,D
1,是,SHI
1,檔,Nf
1,冷門股,Na
1,，,COMMACATEGORY
1,有趣,VH
1,的,DE
1,是,SHI
1,，,COMMACATEGORY
1,公司,Nc
1,背後,Nc
1,大,VH
1,股東,Na
1,就,D
1,是,SHI
1,財政部,Nc
1,，,COMMACATEGORY
1,所以,Cbb
1,跟,P
1,中鋼,Nc
1,樣,Na
1,都,D
1,是,SHI
1,官股,Na
1,，,COMMACATEGORY
1,但,Cbb
1,卻,D
1,有,V_2
1,不同,VH
1,的,DE
1,獲利,Na
1,爆發力,Na
1,，,COMMACATEGORY
1,接著,D
1,來,D
1,看看,VC
1,幾,Neu
1,個,Nf
1,數據,Na
1,關貿,A
1,技術,Na
1,分析,Na
1,上面,Ncd
1,的,DE
1,技術線圖,Na
1,是,SHI
1,十,Neu
1,年,Nf
1,月線,Na
1,，,COMMACATEGORY
1,而且,Cbb
1,是,SHI
1,還原,VHC
1,股息,Na
1,的,DE
1,線圖,Na
1,，,COMMACATEGORY
1,關貿,Na
1,在,P
1,十,Neu
1,年,Nf
1,期間,Na
1,，,COMMACATEGORY
1,股價,Na
1,從,P
1,元漲,VH
1,到,P
1,現在,Nd
1,逼近,VCL
1,元,Nf
1,，,COMMACATEGORY
1,所以,Cbb
1,並,D
1,沒有,D
1,領股,VA
1,息賠,VD
1,價差,Na
1,的,DE
1,狀況,Na
1,關貿,Na
1,歷年,Nd
1,股利,Na
1,政策,Na
1,及,Caa
1,除權,Nv
1,息覽表,Na
1,再,D
1,從,P
1,配息,Na
1,狀況,Na
1,來,D
1,看,VE
1,，,COMMACATEGORY
1,這,Nep
1,十,Neu
1,年,Nf
1,以來,Ng
1,，,COMMACATEGORY
1,從,P
1,元,Nf
1,成長,VH
1,到,P
1,元,Nf
1,，,COMMACATEGORY
1,而,Cbb
1,最,Dfa
1,新,VH
1,公告,VE
1,年,Na
1,即將,D
1,配發,VJ
1,元,Nf
1,以,P
1,十,Neu
1,年,Nf
1,來,Ng
1,看,VE
1,，,COMMACATEGORY
1,股價,Na
1,成長,VH
1,兩,Neu
1,倍,Na
1,多,VH
1,，,COMMACATEGORY
1,股息,Na
1,同樣,Dfa
1,成長,VH
1,兩,Neu
1,倍,Na
1,多,VH
1,，,COMMACATEGORY
1,換句話來,VA
1,說,VE
1,，,COMMACATEGORY
1,這,Nep
1,是,SHI
1,檔,Nf
1,高,VH
1,股息,Na
1,獲利,VH
1,高成長,Na
1,又,D
1,會,D
1,漲,VH
1,的,DE
1,官股,Na
1,關貿,Na
1,每,Nes
1,月,Na
1,營收,Na
1,最後,Nd
1,從,P
1,營收,Na
1,來,D
1,看,VE
1,，,COMMACATEGORY
1,樣拉開,Nb
1,年,Nf
1,營收,Na
1,，,COMMACATEGORY
1,其實,D
1,就,D
1,只有,D
1,年,Nf
1,微幅,D
1,衰退,VH
1,，,COMMACATEGORY
1,其餘,Neqa
1,年份,Na
1,都,D
1,穩定,VHC
1,成長,VH
1,，,COMMACATEGORY
1,所以,Cbb
1,這,Nep
1,基本面,Na
1,當然,D
1,也,D
1,是,SHI
1,持續,VL
1,成長,VH
1,，,COMMACATEGORY
1,對照,VJ
1,景氣,Na
1,循環股,Na
1,起伏,VA
1,不定,VH
1,，,COMMACATEGORY
1,關貿,Na
1,可,D
1,說,VE
1,是方,Cbb
1,方,D
1,面面,Neqa
1,都,D
1,勝出,VH
1,免責,VH
1,聲明,Na
1,本,Nes
1,文,Na
1,獲得,VJ
1,玩,VC
1,股網,Na
1,授權,Nv
1,，文,Na
1,中,Ng
1,所,D
1,提,VE
1,之,DE
1,個股,Na
1,基金,Na
1,內容,Na
1,，,COMMACATEGORY
1,並非,D
1,任何,Neqa
1,投資,VC
1,建議,VE
1,與,Caa
1,參考,VC
1,，,COMMACATEGORY
1,請,VF
1,審慎,VH
1,判斷,VE
1,評估,VE
1,風險,Na
1,，,COMMACATEGORY
1,自負,VJ
1,盈虧,Na
2,首,Nes
2,檔,Nf
2,結合,VHC
2,價值,Na
2,投資,VC
2,元銅板,Na
2,發行價,Na
2,又,D
2,月月配,Na
2,，,COMMACATEGORY
2,掀起,VC
2,空前,VH
2,搶購,VC
2,狂熱,VH
2,，,COMMACATEGORY
2,吸引,VJ
2,小,VH
2,資族,Na
2,學生族,Na
2,申購,VC
2,示意圖,Na
2,/,FW
2,達志,Nb
2,影像,Na
2,/,FW
2,元大,Nb
2,臺灣,Nc
2,價值,Na
2,高息,Na
2,標榜,VE
2,首,Nes
2,檔,Nf
2,結合,VHC
2,價值,Na
2,投資,VC
2,元銅板,Na
2,發行價,Na
2,又,D
2,月月配,Na
2,，,COMMACATEGORY
2,掀起,VC
2,空前,VH
2,搶購,VC
2,狂熱,VH
2,，,COMMACATEGORY
2,吸引,VJ
2,小,VH
2,資族,Na
2,學生族,Na
2,申購,VC
2,，,COMMACATEGORY
2,即將,D
2,在,P
2,月,Na
2,日,Na
2,掛牌,VA
2,上市,VH
2,，,COMMACATEGORY
2,還,D
2,有,V_2
2,檔,Nf
2,也,D
2,將,D
2,陸續,D
2,加入,VC
2,月,Na
2,配息,Na
2,戰場,Na
2,其中,Nep
2,檔,Na
2,為,VG
2,高息,Na
2,，,COMMACATEGORY
2,分別,D
2,為,P
2,即將,D
2,由,P
2,群益,Nb
2,投信,Na
2,發行,VC
2,受到,VJ
2,市場,Nc
2,矚目,VB
2,，,COMMACATEGORY
2,也,D
2,被,P
2,稱為,VG
2,科技版,Na
2,的,DE
2,群益,Nb
2,科技,Na
2,高息,Na
2,成長,VH
2,，,COMMACATEGORY
2,發行,VC
2,價格,Na
2,也,D
2,是,SHI
2,元,Nf
2,，,COMMACATEGORY
2,還,D
2,有,V_2
2,野村,Nb
2,臺灣,Nc
2,趨勢,Na
2,動能,Na
2,高,VH
2,股息,Na
2,發行價,Na
2,為,VG
2,元,Nf
2,，,COMMACATEGORY
2,都,D
2,為,VG
2,月月配,Na
2,，,COMMACATEGORY
2,且,Cbb
2,不約而同,D
2,於,P
2,月日,Nd
2,開募,VC
2,另外,Cbb
2,兩,Neu
2,檔,Nf
2,同,D
2,在,P
2,則,D
2,是,SHI
2,復華,Nb
2,台灣,Nc
2,科技,Na
2,高,VH
2,股息,Na
2,基金,Na
2,，,COMMACATEGORY
2,以及,Caa
2,凱基,Nb
2,美國,Nc
2,非投,A
2,等,Cab
2,債,Na
2,等,Cab
2,銅板,Na
2,價,Na
2,月月,Neqa
2,配,VC
2,幾乎,Da
2,成,VG
2,了,Di
2,票房,Na
2,保證,Na
2,，,COMMACATEGORY
2,讓,VL
2,小,VH
2,資族,Na
2,存股族,Na
2,退休族,Na
2,都,D
2,能,D
2,實現,VC
2,低價,Na
2,買,VC
2,輕鬆,VH
2,存,VC
2,每,Nes
2,月,Na
2,領,VC
2,的,DE
2,無,VJ
2,壓力,Na
2,投資,VC
2,對,P
2,此,Nep
2,，,COMMACATEGORY
2,資深,VH
2,分析師,Na
2,王文良,Nb
2,認為,VE
2,，,COMMACATEGORY
2,申購,VC
2,價元,Na
2,等於,VG
2,便宜,VH
2,不,D
2,便宜,VH
2,定義,Na
2,是,SHI
2,物超所值,VH
2,王文良,Nb
2,表示,VE
2,，,COMMACATEGORY
2,淨值元,Na
2,的,DE
2,花元,Na
2,買到,VC
2,才,Da
2,叫,VG
2,便宜,VH
2,，,COMMACATEGORY
2,淨值元,A
2,的,DE
2,以,P
2,元,Nf
2,買進,VC
2,哪,Ncd
2,算,VG
2,便宜,VH
2,掛牌,VA
2,前,Ng
2,淨值,Na
2,低於,VJ
2,元,Nf
2,就,D
2,是,SHI
2,買,VC
2,貴,VH
2,，,COMMACATEGORY
2,銅板價,Na
2,入手,VA
2,銅板,Na
2,價值,Na
2,的,DE
2,東西,Na
2,令,VL
2,人,Na
2,產生,VHC
2,便宜,VH
2,的,DE
2,感覺,Na
2,是,SHI
2,錯覺,Na
2,此外,Cbb
2,，,COMMACATEGORY
2,月,Na
2,月配,Na
2,這,Nep
2,筆,Nf
2,錢,Na
2,有,V_2
2,可能,D
2,來自,VJ
2,本金,Na
2,，,COMMACATEGORY
2,只是,Cbb
2,自己,Nh
2,幫,P
2,自己,Nh
2,加薪,VB
2,，,COMMACATEGORY
2,過於,Dfa
2,頻繁,VH
2,配息,Na
2,，,COMMACATEGORY
2,看似,VG
2,投資,VC
2,報酬,Na
2,提前,VB
2,落袋,Na
2,，,COMMACATEGORY
2,但,Cbb
2,時間,Na
2,拉長,VC
2,，,COMMACATEGORY
2,總報酬率,Na
2,有,V_2
2,可能,D
2,落後,VJ
2,他人,Nh
2,免,VJ
2,責,Na
2,聲明,VE
2,文,Na
2,中,Ng
2,所,D
2,提,VE
2,之,DE
2,內容,Na
2,，,COMMACATEGORY
2,並非,D
2,任何,Neqa
2,投資,VC
2,建議,VE
2,與,Caa
2,參考,VC
2,，,COMMACATEGORY
2,請,VF
2,審慎,VH
2,判斷,VE
2,評估,VE
2,風險,Na
2,，,COMMACATEGORY
2,自負,VJ
2,盈虧,Na
3,除了,P
3,雇主,Na
3,提撥,VD
3,薪資,Na
3,，,COMMACATEGORY
3,勞工,Na
3,個人,Nh
3,也,D
3,自提,VD
3,，,COMMACATEGORY
3,可望,VK
3,再,D
3,多,VH
3,倍,Na
3,勞退金,Na
3,示意圖,Na
3,/,FW
3,達志,Nb
3,影像,Na
3,/,FW
3,各界,Na
3,質疑,VE
3,勞保,Na
3,平均,VH
3,請領,VC
3,數額,Na
3,僅有,VJ
3,萬餘,Neu
3,元,Nf
3,偏低,VH
3,，,COMMACATEGORY
3,日前,Nd
3,，,COMMACATEGORY
3,勞動部長,Na
3,許銘春,Nb
3,對,P
3,此,Nep
3,表示,VE
3,，,COMMACATEGORY
3,若,Cbb
3,以,P
3,平均,VH
3,投保,VC
3,薪資,Na
3,萬,Neu
3,元,Nf
3,試算,VE
3,，,COMMACATEGORY
3,只,Da
3,計算,VC
3,雇主,Na
3,提繳,VD
3,的,DE
3,新制,Na
3,勞退金,Na
3,，,COMMACATEGORY
3,勞保,Na
3,老年,Na
3,給付,VD
3,約,Da
3,可,D
3,領,VC
3,萬,Neu
3,元,Nf
3,，,COMMACATEGORY
3,加上,Cbb
3,勞退金,Na
3,月領,Na
3,約,Da
3,萬,Neu
3,元,Nf
3,，,COMMACATEGORY
3,合計,VG
3,退休,VH
3,後,Ng
3,每,Nes
3,月,Na
3,可,D
3,領,VC
3,萬,Neu
3,元,Nf
3,，,COMMACATEGORY
3,所得,Na
3,替代率,Na
3,有約,VH
3,除了,P
3,雇主,Na
3,提撥,VD
3,薪資,Na
3,，,COMMACATEGORY
3,勞工,Na
3,個人,Nh
3,也,D
3,自提,VD
3,，,COMMACATEGORY
3,可望,VK
3,再,D
3,多,VH
3,倍,Na
3,勞退金,Na
3,，,COMMACATEGORY
3,也,D
3,就是,Cbb
3,退休,VH
3,之後,Ng
3,每,Nes
3,月,Na
3,再,D
3,多萬,Neu
3,元,Nf
3,退休金,Na
3,，,COMMACATEGORY
3,勞保,Na
3,老年,Na
3,給付,VD
3,萬,Neu
3,元,Nf
3,加計,VC
3,勞退金,Na
3,萬,Neu
3,元,Nf
3,，,COMMACATEGORY
3,合計為,VG
3,萬,Neu
3,元,Nf
3,，,COMMACATEGORY
3,所得,Na
3,替代率,Na
3,幾近,Da
3,然而,Cbb
3,，,COMMACATEGORY
3,所得,Na
3,替代率,Na
3,指,VG
3,退休,VH
3,後,Ng
3,平均,VH
3,每,Nes
3,月,Na
3,可,D
3,支配,VC
3,金額,Na
3,與,Caa
3,退休,VH
3,當時,Nd
3,的,DE
3,每,Nes
3,月,Na
3,薪資,Na
3,的,DE
3,比例,Na
3,，然,Cbb
3,勞工,Na
3,族群,Na
3,所得,Na
3,替代率,Na
3,已,D
3,被,P
3,限制,VE
3,在,P
3,勞保,Na
3,投保,VC
3,薪資,Na
3,上限,Na
3,",",COMMACATEGORY
3,元,Nf
3,，,COMMACATEGORY
3,也,D
3,就是,Cbb
3,在職,VH
3,期間,Na
3,薪資,Na
3,高於,VJ
3,",元",Nd
3,者,Na
3,，,COMMACATEGORY
3,薪水,Na
3,越,D
3,高,VH
3,者,Na
3,所得,Na
3,替代率,Na
3,反而,Cbb
3,越,D
3,低,VH
3,若,Cbb
3,經,P
3,試算,VE
3,，,COMMACATEGORY
3,所得,Na
3,替代率,Na
3,與,Caa
3,預設,VE
3,退休金,Na
3,金額,Na
3,相差,VJ
