system_id,sentence
2,對此，資深分析師王文良認為，申購價元等於便宜
2,不
2,便宜定義是物超所值
2,王文良表示，淨值元的花元買到才叫便宜，淨值元的以元買進哪算便宜
2,掛牌前淨值低於元就是買貴，銅板價入手銅板價值的東西令人產生便宜的感覺是錯覺
2,此外，月月配這筆錢有可能來自本金，只是自己幫自己加薪，過於頻繁配息，看似投資報酬提前落袋，但時間拉長，總報酬率有可能落後他人
2,免責聲明文中所提之內容，並非任何投資建議與參考，請審慎判斷評估風險，自負盈虧
3,除了雇主提撥薪資，勞工個人也自提，可望再多倍勞退金
3,示意圖/達志影像/
3,各界質疑勞保平均請領數額僅有萬餘元偏低，日前，勞動部長許銘春對此表示，若以平均投保薪資萬元試算，只計算雇主提繳的新制勞退金，勞保老年給付約可領萬元，加上勞退金月領約萬元，合計退休後每月可領萬元，所得替代率有約
3,除了雇主提撥薪資，勞工個人也自提，可望再多倍勞退金，也就是退休之後每月再多萬元退休金，勞保老年給付萬元加計勞退金萬元，合計為萬元，所得替代率幾近
3,"然而，所得替代率指退休後平均每月可支配金額與退休當時的每月薪資的比例，然勞工族群所得替代率已被限制在勞保投保薪資上限,元，也就是在職期間薪資高於,元者，薪水越高者所得替代率反而越低"
3,若經試算，所得替代率與預設退休金金額相差太大，就必須依靠個人準備補足，例如儲蓄存股或存等投資工具，補強規劃不足額部分
3,未來勢必面對年金改革，多繳領少晚退恐難避免，還不如在年輕時多準備些還相對實際
4,部分成分股開始出現利多出盡，必須留意高檔震盪風險，惟在資金輪動下，有利台股表現
4,示意圖/達志影像/
4,"元大台灣價值高息未演先轟動，短短天受理申購就高達,億元，超過萬人申購成功，即將在月日掛牌上市，近日其成分股股價修正，跌破元發行價後，仍吸引投資人進場撿便宜"
4,不過，證券分析師提醒，部分成分股開始出現利多出盡，必須留意高檔震盪風險，惟在資金輪動下，有利台股表現
4,據元大投信公布最新此檔建倉部位持股，前十大依序為長榮鈊象聯電中美晶和碩聯發科漢唐環球晶日月光投控聯詠
4,神基群光瑞儀新普等都退出前十大成份股，新增了和碩環球晶日月光及聯詠
4,"超過,億元資金進場買成份股，不少投資人受惠吃豆腐效應，大賺票"
4,高息募集熱潮在月掀起波高峰，也為帶來了台股震盪，投顧高層認為，之所以狂賣，就是台股正處萬點歷史新高價位，由於台股狂燒，投資人深怕錯過牛市行情，盲目進場追捧
4,元大投信認為，熱銷有三大原因，是人口結構轉變，高齡化加速觸發高股息需求
4,二是投資偏好改變，從境外投資轉向境內基金
4,三是投資行為改變，從交易導向轉為配置導向
4,整體規模成長，對於台灣資本市場產生正向效益
4,免責聲明文中所提之內容，並非任何投資建議與參考，請審慎判斷評估風險，自負盈虧
5,規模直逼國安基金的將在/掛牌，上市後能否守穩元發行價，是台股熱門話題
5,圖/中時報系資料照
5,規模直逼國安基金的將在明日/掛牌，但搶步上市的，至今仍無法收復元上市價，對元低價登板的能否扭轉劣勢，財信傳媒董事長謝金河認為，多數投資人在乎股價短線漲跌，遠大過長期趨勢的觀察，這次上市就破發，看起來也不意外，是窩蜂爭搶新發行下，短線過熱的回檔必然，但也認為剛好可給投機者個警惕，提醒投資須用時間換取報酬，不是今天買了明天就可以割韭菜
5,謝金河在最新期先探指出，年才剛剛過季，全球股市紛紛出現飆升行情，道瓊直逼萬點，標普輕鬆越過點，市場又上看點，到點，不斷挑戰歷史天價，費半也寫下點的歷史新高
5,整體展現歐股的歐洲道瓊，也創下點新高，這當中丹麥瑞典荷蘭等比較小型的市場不停地上漲，法國股市更是創下點天價，連經濟已顯疲態的德國股市，也創下點歷史新高，歐洲近年經濟基本面不好，股市卻漲翻天，可以看出資金行情帶來的充沛活力
5,另個是亞洲的日本印度股市不斷奔馳，日經輕鬆站上萬點，印度直逼萬千點，就像台股挑戰萬點，似乎沒有什麼阻力，要了解這個變化，必須從資金面地緣政治的變化看起
5,謝金河表示，資金大潮從統台灣高息動能到元大台灣價值高息募集，掀起陣陣漣漪，這給大家個啟示，市場上多數投資人在乎股價今天明天的漲跌，遠遠大過對長期大趨勢的敏銳觀察，像這次上市就跌破發行價，元大的看起來也不意外，這是短線過熱的回檔必然
5,很多投資人爭搶新發行，以為會像樣，下子從元漲到元，或像會從元漲到元，其實已經走了漫長年歲月，也有年光景，謝金河勸告，投資人必須用時間來換取投資報酬，不是今天買了明天就可以割韭菜，必須把投資與投機先區分清楚
5,另個角度是過去年，台股從點下來，有多次挑戰萬點機會，但每次台股都崩盤，這當中有很大的因素跟中國有關，過去台灣人賺到錢，很多人把錢匯到中國買樓炒房，有的把錢匯至中國投資，也有投資人買陸股港股，還有人民幣資產，這些年看好中國是顯學，錢匯中國像是台灣的資金疏洪道
5,台灣在過去中國大陸大起的年，也呈現委靡不振的狀態，因此，謝金河自陳早在年，就告訴大家台灣日本會大好年，當時市場投資人相信的不多，這個狀況到這些年，大家才終於有感覺
5,這年資金出現重大變化，台灣人不但不會匯錢去中國，還想盡辦法透過地下管道，或是所有可能途徑把錢匯回台灣，這是台灣資金潮改變的最大因素，於是源源不絕的資金匯聚台灣，是台股輕鬆越過萬點的最大憑藉，加上美元轉成新台幣，還有壽險保單轉向，都是萬點的基本憑藉，資金方向改變了
5,還有個很關鍵的因素是，謝金河表示，最近群組廣傳，教父黃仁勳在矽谷台灣人餐會上的即席談話，他告訴大家電腦革命就是革命，人類用全新的方式在做這些事，我們就在這個革命的中心點，我們值得為這件事向台灣喝彩
5,黃仁勳說他是超厲害的台灣大使，因為他懂歷史，也了解台灣在這個產業革命中至關重要的地位，
5,謝金河認為，這席話激盪台灣人的信心，革命也改變了台股走向
5,※免責聲明文中所提之個股基金內容，並非任何投資建議與參考，請審慎判斷評估風險，自負盈虧
6,"投信買盤主要來自投信建倉，單周舉加碼,億元"
6,示意圖/達志影像/
6,"高息募集波接波，抬轎效應助漲台股，加權指數上周五日上漲點，終場收在,點收盤，刷新收盤歷史新高，周線收紅，共上漲點，周漲幅，"
6,"觀察法人資金動向，投信買盤主要來自投信建倉，舉加碼,億元，改寫台股史上單周最高金額，然而外資與自營商雙雙站在賣方，分別賣超億元億元，單周合計買超億元"
6,外資熱錢持續湧入台灣，主要是類股帶領的投資熱潮，加上台股基本面穩健，且台股指數表現目前優於多數亞股，漲幅僅次日股，因此吸引外資持續匯入
6,不過，本土投顧示警，台股籌碼結構並不健康，月及周位處過熱區間，旦資金高檔獲利了結，可能引發骨牌效應，漲多就是最大利空
6,"投信單周買超前大上市個股依序為聯電,張中信金,張長榮,張東元,張寶成,張和碩,張佳世達,張神達,張上海商銀,張統,張等"
6,"外資單周賣超前大上市個股或依序為聯電,張光寶科,張英業達,張中信金,張神達,張佳世達,張新光金,張東元,張和碩,張中信中國高股息,張等"
6,值得提的是，土洋上演法人對作大戲，聯電中信金神達佳世達東元和碩等個股被你丟我撿
6,免責聲明文中所提之個股內容，並非任何投資建議與參考，請審慎判斷評估風險，自負盈虧
7,為避免網紅代言誤導投資人，投信投顧公會正研議進步強化自律規範，預計月底前完成，擬要求代言網紅要擁有證券分析師投信投顧業務員證券商高級業務員等證照則擇
7,示意圖/達志影像/
7,時報記者任珮云台北報導為避免網紅代言誤導投資人，投信投顧公會正研議進步強化投信及基金銷售機構管理網紅廣告行為的自律規範，預計今年月底前完成
7,據了解，目前公會研擬的方向朝網紅要擁有證券分析師投信投顧業務員證券商高級業務員，上述種證照之，才能承接投信業者的案子
7,投信投顧公會草擬管理網紅廣告行為自律規範初稿如下網紅於網路分享資訊，不得進行證券投資顧問業務及基金銷售業務等，其性質較類於本公會經營證券投資信託基金境外基金及全權委投資業務之業者對外發布訊息行為規範準則所稱對外發布訊息之行為，故參考該行為準則第四條明訂第二款，業者應確認網紅取得證券投資信託事業負責人與業務人員管理規則第六條之第項第款至第三款所列證券投資分析人員證券投資信託及顧問事業之業務員與證券商高級業務員等資格條件之
7,據了解，面對市場趨熱，除了現有監理措施，金管會規劃從強化投信與網紅合作管理請證交所及櫃買中心研議是否應採行強化控管措施將列入對投信金檢重點三管齊下，維持市場正常發展並保障投資人權益
7,投信投顧公會也正研議進步強化投信及基金銷售機構管理網紅廣告行為的自律規範，預計今年月底前完成
8,元大發行的短短天募集到億元，打破國內上市規模紀錄，國內投信業趁勝追擊，緊接著有檔開始募集
8,圖為申購示意頁面
8,本報資料照片
8,元大發行的將於月日掛牌上市，短短天募集到億元，打破國內上市規模紀錄，推升台股持續創新高
8,國內投信業乘勝追擊，緊接著有檔開始募集
8,不過，分析師表示，待市場冷卻後，要在天內募集億元將成絕響，月台股走勢將回歸基本面
8,淨值連日下跌，根據元大官網顯示，淨值來到元，低於元發行價，分析師表示，這會影響投資人信心
8,接下來還有群益科技高息成長野村台灣趨勢動能高息復華台灣科技高股息基金以及凱基美國非投等債等陸續募集
8,分析師指出，當初是網紅宣傳太過誇張，且未上市就破發低於元，主管機關肯定會好好整頓，即使再以元元銅板價或月月配為號召，但要讓民眾解定存擴充房貸餘額等，恐怕不可能
8,國泰證期顧問處經理蔡明翰認為，台股接下來會回歸基本面，包括聯準會何時降息官員對利率政策談話，及經濟成長率失業率等數據公布，將左右大盤表現，市場回歸基本面
8,安聯投信台股團隊指出，近期台股盤面深受資金影響，而陸續公布成分股，資金追求效率下，有望從短線漲多的標的族群，轉入基期或評價面相對較低的個股，而近期登場的大會，市場認為仍然是今年主流
9,外資連日大砍多檔台股包括，擺明與投信法人錢鬥
9,示意圖/達志影像/
9,群益台灣精選高息大吃統台灣高息動能元大台灣價值高息豆腐後，漲多回檔，股價連跌，不少人問，要跌到什麼時候
9,還能買嗎
9,外資連日大砍多檔台股包括，擺明與投信法人錢鬥，但對存股來說，若打算長期持有賺進股息，就不要在意股價高低，持續投入就對了，股價下跌反而能以甜甜價進場，已有網友力挺，大喊今天又買了張攤平
9,近季配息分別為元元元元，呈現階梯式步步高態勢，且次次填息與抗跌跟漲，符合存股族期待，不過要居高思危，旦建倉完畢，有可能也是的短線高點，若要年化配息率達到以上，元以下會是比較甜的價位
9,的月配息金額達元，年化配息率超過，將於月日發放
9,法人表示，台股高息若再搭配本身的收益平準金機制，股利不會因為未來受益人增加而被稀釋
9,台股高息的波動度相對個股與大盤來得低，是存股族投資人做為長期穩健投資的好選擇之
9,免責聲明文中所提之內容，並非任何投資建議與參考，請審慎判斷評估風險，自負盈虧
10,時報記者任珮云台北報導回顧年共計有檔基金成立，包括檔檔主動式基金，以及檔連結式基金，隨著時序進入四月，投信新基金募集依舊是熱鬧滾滾，根據投信投顧公會網站以及各家投信網站，共計有檔新基金將在四月募集，在台股方面，將有兩檔新產品不約而同於/開募，分別為即將由群益投信發行受到市場矚目並被稱為科技版的群益科技高息成長，預計發行價格為元銅板價，採月配息機制，以及野村趨勢動能高息，而另外兩檔同在四月募集的產品還有復華台灣科技高股息基金，以及凱基美國非投等債
10,月台股加權指數單月上漲，而原型前十強全部繳出兩位數漲幅，全數打敗大盤，其中又以凱基優選高股息以漲幅居冠
10,法人觀察，橫跨海內外股票型，由奪下月原型績效冠軍，主因鴻海鈊象瑞儀日月光臻鼎等成分股貢獻
10,細看月單月對台股加權指數貢獻最多的個股，依序為台積電鴻海廣達台達電日月光聯發科士電中信金國泰金嘉澤鈊象，其中又以鴻海上漲漲勢最為兇猛
10,而翻開持股名單，鴻海是第大成分股，占，鈊象瑞儀日月光也佔的權重
10,理財達人表示，即將在月開募的群益科技高息成長特色在於產品設計結合科技成長與股息收益兩大要素，更是第檔在指數成分股篩選上，將外資認同度納入指數成分股篩選流程中的台股，協助投資人跟隨專業外資機構的眼光，掌握台灣優質科技股
10,而之所以被稱為科技版的理由在於，不只是挑選成長性與獲利能力俱佳，以及外資青睞的台灣科技股，還承襲了的精準高息精準卡位與精準領息之三大精神，進步從中篩選出配息能力好的公司，指數會在每年月與月重新審核成分股，月審核依上市櫃公司最新宣告股利來鎖定科技高息股，月審核還需額外滿足當年度累計為正數，且當年度至少有兩季為正數的條件，超前部屬具股息與股價成長潛力之科技股，舉掌握台灣科技股之股息股價雙收優勢
10,凱基投信表示，台股目前本益比倍，評價面已相對偏高，展望第二季，台股進入傳統淡季，受到季節性影響會更加明顯，在晶片龍頭推出新晶片舊晶片採購恐觀望縮手的情況下，第二季對台股相關供應鏈來講，變數可能變多，大盤陷入震盪的情況會益發明顯
10,不過，長線趨勢不變，台股未來個月企業獲利仍在上修，台股年底到明年都還有創高機會，因此凱基投信建議，第二三季若遇回檔，都是逢低加碼好時機
10,在更加考驗選股能力的盤勢下，不妨透過採用獲利品質股息配發全面考量與低波動排序選股機制的高股息，分享多檔優質企業獲利成果的同時，還能兼顧風險分散
11,聲寶集團總裁陳盛沺認為得靠提升服務體驗，才能讓產品走進消費者的家中
11,攝影今周刊唐紹航
11,台灣家電大廠聲寶集團為何要代理日本連鎖餐飲品牌莞固和食がんこ和食來台
11,總裁陳盛沺接受今周刊專訪，揭聲寶未來轉型服務業策略
11,日式裝潢，裡頭還有間間用木格柵隔成的包廂，這家位在新北市林口文化二路上的餐廳，是有多年歷史，創立於日本關西的知名日式料理連鎖店莞固和食がんこ和食，插旗海外的第個據點
11,而將該品牌代理到台灣的，是有年歷史的台灣家電大廠現任掌門人聲寶集團總裁陳盛沺
11,作為台灣家電子機械製造公司，聲寶事業遍及電子通信家電資訊科技等產品，為什麼要跨足完全陌生的餐飲領域
11,跨餐飲轉型服務業
11,遇疫情逆風年僅開門市
11,我們未來會慢慢走向生活服務產業，畢竟高科技我們已經落後別人很多，再投入也競爭不了，不如就運用他們的技術，我們則專注在提升服務
11,現年歲的陳盛沺接受今周刊專訪時，語道破自己帶領聲寶跨足餐飲的起心動念，直言未來聲寶發展方向將以販售運送安裝等服務為主
11,他解釋，考量公司產品都和家庭息息相關，才會決定把服務範圍擴大到飲食
11,長期與日本有密切商業往來的陳盛沺，因緣際會下，在年，認識了莞固創辦人小嶋淳司
11,雙方拍即合，早在年，就簽下台灣代理權，由聲寶投資億新台幣，在台灣成立頑味國際餐飲，日方則負責菜單設計人才培訓
11,只是，場疫情，卻讓聲寶的餐飲事業發展卡關
11,年，莞固在林口聲寶總部開出第家門市，但沒多久，就遇上疫情，營業額直接砍半，展店的腳步也只好放慢
11,截至今年初，莞固在台灣只有家門市，林口總部外，分別位在台北市大直和台南安平
11,我們的速度真的很慢，因為開始也不是太賺錢
11,陳盛沺不諱言
11,作為餐飲門外漢，陳盛沺並不氣餒，做事業哪有在灰心，事業沒有年，怎麼會成功
11,話鋒轉，看得出他對莞固的發展充滿信心，今年開始展店腳步會加快，桃園中壢台北市的商場都會有據點，台南也會開家大店
11,他透露
11,讓陳盛沺如此自信的原因，是台灣人對日本料理的接受度高，而莞固在日本有百多家門市，餐飲類型包括和食壽司居酒屋火鍋等，還設有中央廚房和物流中心
11,莞固在日本的經營哲學是超值好吃，且讓人吃得快樂，食材不錯，價格又不貴的情況下，自然能吸引普羅大眾
11,他點出莞固在日本經營成功的關鍵
11,靠規模經濟衝營收
11,推加值體驗人才延攬成關鍵
11,他思考，若是能借重日方經驗，將其營運模式複製到台灣，當門店數達到定規模，就能降低採購成本，同時滿足不同客群消費者的需求
11,起碼年內要先開家店，才會有簡單規模
11,他說
11,莞固在日本品牌眾多，兼具高價與平價的餐飲類型，店型能大能小，可望吸引不同年齡層與收入的客群，在台灣市場相當有潛力
11,與全台成百貨連鎖餐飲業者合作的天帷企管顧問創辦人林剛羽如此評價
11,莞固的客單價從百元的御膳料理，到數千元的懷石料理都有供應，目前家庭和商務客群占比分別為比，其中林口店去年營收突破千萬元，開始有獲利
11,接下來也要積極展店，靠規模經濟再衝刺營收
11,不只如此，陳盛沺還要把餐飲事業，和聲寶近年大舉投資的樂齡宅橘青春結合，持續放大差異化優勢
11,有別於多數樂齡宅經營者，陳盛沺不願稱其為養生村，而是以楓葉轉紅的橘作歲後的代稱，期盼入住的人們都能用青春的心態享受人生下半場
11,而提供多元餐飲和服務的莞固，就是他的大利器
11,橘青春開到哪，莞固就開到哪
11,他指出，未來品項人力紛紛到位後，也考慮運用品牌資源，開發廚藝品酒等多元課程，為樂齡宅的體驗和服務加值
11,只是，台灣市場不乏日式餐廳，加上疫情後服務業面臨大缺工，難道陳盛沺不擔心，競爭者眾多下，聲寶作為後進者，難以快速在市場占有席之地
11,市場這麼大，我們還很小，只要做得好不怕沒生意
11,陳盛沺自信地說著
11,不過，他也坦言，人才是眼前最大的挑戰，如何延攬新人才，同時讓過去從事製造業的員工轉換心態，端出有溫度有價值的服務，將是聲寶能否成功轉型為生活服務產業最大的關鍵
11,文章來源閱讀全文
11,延伸閱讀
11,個理由，我把全賣了
11,她年領萬股息歲提早退休台股萬點，存股只留這檔
11,創作才女鄭華娟德國離世享壽歲'太委屈都出自她手，年創出首作品
11,勞保年金給付調幅創新高，萬勞工準備收錢
11,每月多領這麼多何時請領退休金最划算
12,央行日宣布升息半碼個百分點，打破市場原先預期央行利率將連四凍的推測，房地產界普遍認為對房市影響有限，儘管升息半碼，千萬房貸每月僅多出元，專家則點出三大不利影響，其中即包括租金持續攀高，而對於交易量影響，認為短期內還是會有降溫效果
12,房市趨勢專家李同榮認為，央行突然升息理由包括抗通膨抑游資降溫股市防範房市甩尾上升，升息策略可謂石二鳥，而對處於高檔的房市而言，將產生三大不利影響，包括住宅首購市場買氣降溫租賃市場租金持續攀高商辦廠辦市場投資意願降低
12,依據年月主計總處統計，租金指數高達，已經連續個月上漲，並再次刷新自年有統計數據以來的歷史新高，李同榮說，顯然租賃市場供需失衡，若利率再往上升，房東的持有成本旦增加，就會帶來轉嫁效應，租金就會持續高漲，對年輕人又是大打擊，而住宅首購者的負擔就在溫水煮青蛙的情況下，漸進式的往上增加，也會影響剛需市場購屋信心與買氣
12,觀察年利率連五升當時的房市價量變化，年下半年的買賣移轉棟數為萬棟，年減，直到年下半年逐漸消化完連續升息的利空，加上平均地權條例上路後利空淡化，建物買賣移轉棟數才逐漸轉為年增
12,若統計信義房價指數則可發現，在連續升息房市交易量縮後，房價表現明顯趨穩，統計年第二季到年第季的信義房價指數，六都加上新竹地區的房價漲幅為~，不過年第二季到年第四季六都加上新竹地區，房價漲幅則為~
12,信義房屋不動產企研室專案經理曾敬德分析，年下半年預售禁止換約政策題材發酵，市場交易量萎縮，不過年上半年升息循環告段落後，市場也逐漸習慣的房貸年代，加上新青安貸款協助年輕人降低短期購屋房貸負擔，台股也出現波漲勢與通膨等因素帶動，房市又出現波漲勢
12,此次雖然升息半碼對於房貸族的房貸支出增加，曾敬德說，短期內還是會有降溫效果，不過影響程度不會像年連續升息次那樣顯著，升息背後原因主要來自於通膨預期與市場資金過多，要觀察這些因素對於今年房市影響
12,並且這波買氣衝最快是新青安族群，中高總價市場並未出現失控狀況，反而總價萬元以下市場表現活絡，推估央行因而未再進步縮緊信用管制措施，不過這次突發升息也有石多鳥效果，方面降低民眾通膨預期房市也可暫時降溫，也可避免市場資金過熱狀況
13,升息貸款族負擔將再加重，尤其同時有房貸信貸，槓桿也成顯學
13,圖/富比士地產王提供
13,股市衝上萬點更上演申購金額上千億元的搶購潮，甚至拿房增貸透過信貸等方式搶進場，統計發現，今年全國月同時有房貸信貸人數達萬人，刷新歷史新高，若同時有房貸信貸族群，在央行日前宣布升息，利率如升升不息，負擔之重已不可同日而語
13,統計聯徵中心資料，比較至年間，歷年月的個人房貸與信貸交叉狀況，發現今年月雙貸族達萬人，且與年相比，人數成長，平均房貸金額增加，平均信貸金額暴增
13,住商不動產企劃研究室執行總監徐佳馨指出，雙貸族來源除透過信貸補上房貸缺口的購屋人外，許多民眾增貸或以信貸投資金融商品，恐怕也是利率增加，但人數不減的重要因素
13,年面臨房市翻轉，雙貸族人數穩定保持至萬人，到年全台房市多頭再起，使雙貸族數量突破萬人大關，之後漲勢維持至今
13,徐佳馨分析，雙貸族人數屢創新高，主要原因有三，是近年來房價高漲，不少首購族資金準備較不充裕，需搭配信貸彌補購屋時的資金缺口
13,二是近年股市表現強勁，不少借款人增貸投資股市
13,第三則為通膨壓力大，透過信貸補足日常生活所需
13,另觀察聯徵中心數據，月雙貸族的平均房貸金額約萬元，平均信貸金額約萬元，兩者年來成長幅度分別達，而近期進入升息循環，雙貸族人數竟仍創下新高
13,槓桿雖美好，反轉不得了，徐佳馨認為，信貸除資金較不充裕者用以借款外，不少為投資性質，在年初房市買氣再起情況下，也激起投資人的信心，因此願意大膽槓桿開滿以追求未來獲利
13,大家房屋企研公關主任賴志昶表示，房貸金額持續成長，與近年來房價漲幅趨勢相符，且年前房貸利率較低，在近期央行鷹式升息之後，讓五大行平均房貸利率突破大關，更讓房貸族負擔加重不少
13,提醒需動用到信貸的民眾，適逢央行升升不息，若同時擁有多項貸款，恐怕會壓縮到日常生活的支出，在升息環境之下，貸款者出手要特別注意自己的財務狀況
13,更多詳情請上房產新勢力
14,人工生殖法上路年多，僅限不孕夫妻適用，也未納入代理孕母制度
14,多年來，國人被迫到海外接受療程，民間團體和立委紛紛高喊修法，但對開放程度產生歧見
14,圖今周刊提供
14,人工生殖法上路年多，僅限不孕夫妻適用，也未納入代理孕母制度
14,多年來，國人被迫到海外接受療程，民間團體和立委紛紛高喊修法，但對開放程度產生歧見
14,台灣接受人工生殖族群以歲以上女性為主，為什麼是這個年紀，因為她們必須在結婚後才有資格，高齡婦女得冒更高的風險
14,月日，在人工生殖法修法公聽會上，台灣生殖醫學會理事長陳美州道出人工生殖將婚育綁定排除單身女性的現況
14,早在年，台灣就掌握人工生殖技術，誕下國內首位試管嬰兒
14,但歷經多年立法討論，直到年才正式通過人工生殖法，將捐精捐卵及人工生殖技術等規範入法
14,且法條開宗明義就訂定，只有不孕夫妻能實施人工生殖
14,伴隨技術不斷精進，台灣使用人工生殖比率連年上升
14,據衛福部最新釋出的分析報告，年本國籍接受人工生殖達萬個治療週期數，共誕下多名寶寶，占當年新生兒數逾，與十年前相比人數翻了倍
14,然而，這部上路年多的法律，被詬病未能與時俱進，多年來疾呼放寬適用對象的修法聲浪四起，隨著新國會開議，再成討論焦點
14,先看修法訴求
14,人工生殖僅限不孕夫妻使用，被認為不盡合理，主要來自婚育觀念轉換及保障性別平權兩大因素
14,我的卵子要他同意才能用現行法規無法因應現代觀念
14,據內政部統計，台灣到歲的育齡婦女有偶率，在年超過成，但到去年已跌至，顯示女性晚婚或不婚已成新常態
14,但單身不代表不想生育，今周刊曾在年進行婚育意願大調查，結果顯示未婚女性不想結婚只想生小孩
14,女性有權利自主決定是否生育，不被結婚與否綁定，這種婚育脫鉤觀念，已是新時代趨勢，歐美如法國英國等，非婚生子女比率甚至超過成
14,然而，台灣現行人工生殖法對生殖者的想像仍停留在已婚夫妻，被外界質疑是種單身歧視
14,今年超過歲單身的喬伊化名就點出，在台灣，女性可自主決定凍卵，但解凍條件卻受限，明明是我的卵子，卻要等到另半才能使用，這很不合理
14,她認為，政府若要搶救少子女化，應拿掉不必要的限制
