system_id,sentence
4,吳欣盈表示，像是清淤，老舊水管淘汰，這樣才能儲水減少漏水，她在立法院辦個綠
4,色藍圖公聽會，就是把投信投顧修法，讓基本建設綠色建設綠色金融來讓台灣脫胎
4,換骨，使都市面貌重新更新，而國家資安企業資安也要做得完善，再來就是說台灣必須
4,進入要轉移從炭權變成碳排放交易所，這會影響到企業，我國出口商品才會有國際競爭力
4,完整新聞連結或短網址不可用等轉載媒體
4,//////
4,備註
4,停電跟缺電是兩回事
5,媒體來源
5,記者署名
5,黃建豪
5,完整新聞標題
5,趙少康辯論會出奇招年薪水不領副總統官邸當青年住宅
5,完整新聞內文
5,國民黨副總統候選人趙少康今日於副總統電視辯論會期間頻繁出招，喊出若他當選
5,，未來年副總統的薪水毛不要，甚至會副總統官邸捐出做為青年住宅，不僅免費，水
5,電費還由他個人負擔
5,趙少康表示，民進黨總痛候選人賴清德直說，若他當選，將來會功高震主等，但賴清德
5,也讀過憲法，憲法上副總統就是備位元首，備位要怎麼震主
5,既然備位元首沒什麼事可幹
5,，他在這裡宣布，他們當選以後，未來年副總統的薪水毛不要，福利也通通不要
5,趙少康說，台北市仁愛路的副總統官邸，前副總統呂秀蓮在位期間，曾請他去過，地方滿
5,大地點還不錯，他也不住，他要拿出來做青年住宅，裡面勉強可以幾個個人，
5,如果再按照賴清德老家那樣的違建蓋起來，那院子很大，起碼可以容納個青年，
5,通通免費
5,水電費我出
5,趙少康接著又說，民進黨很會抹紅，連侯友宜都可以抹紅，但侯友宜爸爸是嘉義菜市場的
5,肉販，且他其實很不願意講，家庭的悲劇有什麼好拿出來談的
5,趙少康稱，他的父親告訴他，他的祖父是在共產黨的監獄裡面被逼迫到上吊自殺，外祖父
5,再共產黨監獄被槍斃
5,且他的父親從年輕當軍人，抗日剿匪，被共產黨抓了兩次，九生
5,生逃出，他的父親曾經說，只要共產黨在的天，就不回大陸去，但後來還是回去了，
5,因為祖墳破了要回去修
5,侯友宜與他這樣的家庭，卻被民進黨親中賣台，是在講什麼
5,大夫無私交不以私害公，個人恩怨真的不重要，個人喜好也不重要，重要的是兩岸
5,定要和平相處，重要是萬人的和平與利益
5,完整新聞連結或短網址不可用等轉載媒體
5,//////
5,備註
5,子龍是不是急了
5,阿斗狀況不好嗎
5,每次聽到候選人講那三小當選之後不領薪水要捐薪水這種幹話就覺可笑
5,人民選你不是要你上台當乞丐是要你幫人民把國家搞好
5,你把國家搞好總統/副總統薪水官邸是你應得的
5,人民會稀罕三小住官邸是要薪水變高買得了房
5,是要住三小官邸
5,笑屎
6,趙少康批鉅資守賴老家國安局絕無支出高額預算
6,//
6,中央社記者游凱翔台北日電國民黨副總統候選人趙少康今天在辯論會批國安局租用
6,賴清德萬里老家違法房舍，年要花費萬，質疑貪瀆
6,國安局回應，僅支出每月
6,元符合市價租賃，且相關設備為歷次重複品，絕無支出高額費用
6,大選唯場副總統候選人電視辯論會今天下午時在公視登場，民眾黨副總統候選
6,人吳欣盈民進黨副總統候選人蕭美琴國民黨副總統候選人趙少康正面交鋒，辯論會進
6,行分為第階段申論第階段家媒體代表提問，第階段交叉詰問，第階段結論
6,趙少康在申論時再次批評民進黨總統候選人賴清德於新北萬里老家為違建，他指出，賴清
6,德旁邊違法的房子由國安局租用，除租用還動用約名特勤修繕，還要給付租金，若以
6,名特勤薪資新台幣萬元，再加上膳食等費用，年來起碼要花費萬元，這是不是貪
6,瀆，這是不是貪瀆，並質疑帳目支出
6,國家安全局下午接受中央社訪問表示，有關賴副總統萬里老家警衛據點預算支用事，特
6,勤中心依據特勤條例等規定執行勤務，該駐地安全人員均由現行副總統警衛室依既定員額
6,及編組派遣最少人力執行，僅支出符合市價的租賃每月元及必要水電費用，並無
6,新增人員及預算
6,國安局強調，該駐地相關設備用品及崗亭，均為歷次警衛據點重複使用堪品，非屬新購
6,物品，絕無所謂支出高額預算與費用情事
6,編輯黃國倫
6,/////
7,講那麼多屁話，補貼綠電的錢又不是你出
7,我就問綠電佔，算億度電，度電平均成本元，保證收購年
7,核二跟核三延役，
7,年發電量約億度，度成本元，運轉二十年
7,每年價差約千億，年兩兆，你民進黨出錢
7,民進黨出錢我支持廢核沒問題啊
7,年千億可以補貼勞健保不香嗎
7,買飛彈不香嗎
7,造潛艦不好嗎
7,講那麼多屁話吹綠能，吹綠能的代價就是漲電價，你民進黨敢說嗎
8,媒體來源報導者
8,記者署名
8,文字嚴文廷林雨佑孔德廉
8,攝影鄭宇辰
8,核稿何榮幸
8,責任編輯張詩芸陳思樺
8,新聞標題副總統候選人電視辯論趙攻勢猛辭中廣董事長，吳談財經籲別搞棄保
8,，蕭主打政策且邀趙吳共商國是
8,新聞內文
8,副總統候選人電視辯論會於年月日下午點登場，圖為民進黨蕭美琴左起民眾
8,黨吳欣盈國民黨趙少康位副手候選人於辯論開始前合影
8,照片提供台北市攝影記者
8,聯誼會
8,///
8,副總統候選人電視辯論會於今日年月日下午點登場，國民黨趙少康民進黨蕭
8,美琴民眾黨吳欣盈位副手候選人風格與策略迥異
8,趙少康持續發動猛烈攻擊，並當場宣
8,布辭去中廣董事長，若當選不領副總統薪水官邸改成青年住宅
8,蕭美琴以論述政策為主，
8,並強調若當選將在總統授權下邀請趙吳兩人共商國是及推動
8,吳欣盈多次強調二軌外交及
8,主權基金，並呼籲別把她當空氣不要搞棄保
8,這場副總統電視辯論會同樣是由家媒體共同舉辦，由公視董事長胡元輝擔任主持人，並由
8,家媒體記者進行提問
8,過程中分為申論媒體提問交互詰問結論等個階段，以下是各
8,階段重點整理依照人發言順序
8,///
8,副總統電視辯論會由家媒體共同舉辦，公視董事長胡元輝擔任主持人，並由家媒體記者
8,進行提問
8,照片提供台北市攝影記者聯誼會
8,第階段申論
8,這年來，因為對的政策，台灣變得更加活躍和壯大，我們告別，走出經濟上多
8,年的困頓和停滯，成為全球供應鏈的要角
8,在全球政治上，更多國家選擇和我們站在起，
8,因為合作帶來更多的安全與機會
8,當然，台灣整體亮眼的經濟成長當中，難免有些被遺漏，生活比較辛苦的人
8,我們除了用
8,加薪減稅增福利的方式減輕大家的負擔，我們更會與時俱進，滾動式的檢討，我們更有
8,調整的能力，提出最好的政策，走對的路，讓下個世代的台灣人，都能夠安居樂業
8,我是唯有實務財經背景的候選人，台灣應該多點經濟，少點藍綠惡鬥的政治
8,口水戰，我希望政府與民間能起攜手，走回亞洲四小龍時代，經濟向前行，台灣才會贏
8,我協助許多非營利組織讓他們站上國際舞台，例如台灣乳腺癌患者協會編按應為中華民
8,國乳癌病友協會，受布希總統夫人表揚以外，也得到時代週刊的採訪註
8,這證明
8,了二軌外交，讓台灣走上國際絕對不是問題
8,政治就是落實在生活的每天，投民眾黨
8,可以擺脫藍綠惡鬥，讓台灣經濟重啟回歸正軌
8,民進黨這年把台灣搞得兵兇戰危，全球關注台灣沒錯，關注台海會不會戰爭啊
8,那誰引來台海的戰爭，不就是民進黨的政策嗎，馬英九時代年有這樣子嗎
8,如果你覺得過
8,得不好，而且未來更不好，就請你投國民黨
8,///
8,趙少康在辯論中，當場宣布辭去中廣董事長，若當選不領副總統薪水官邸改成青年住宅
8,照片提供台北市攝影記者聯誼會
8,我要宣布辭去中廣公司董事長兼總經理及董事職務，我直在等賴清德了，等來等去望穿
8,秋水等不到了
8,既然副總統也沒什麼事情可幹，我也鄭重宣布我們當選以後，未來年副總
8,統的薪水我毛不要，福利也統統不要，仁愛路那個副總統的官邸，我要把它拿出來做青年
8,住宅，統統免費，水電費我出
8,第二階段媒體提問
8,自由時報副總編輯陳杉榮提問請問蕭美琴女士，外交打壓處境艱難，如何協助總統突
8,破困境，兩岸關係不改善有什麼辦法加入國際組織
8,請問吳欣盈女士與趙少康先生，面對中
8,國壓力，有什麼更好辦法拓展台灣空間，增加邦交國數量
8,中國直用它在全球的力量孤立台灣
8,我們的方法第個跟理念相近的夥伴能夠深
8,化關係，這些年我也累積了許多經驗
8,我們需要很務實，以台灣實質需要的議題來找尋生存
8,的空間
8,舉例我們跟美國沒有邦交關係，不能夠簽條約，但我們長期存在著雙重課稅的問題
8,，所以我們透過國會議員以專案立法的方式來協助台商在美國的布局，有效地解決雙重課稅
8,問題，同時也解決許多美商來台擴大投資
8,///
8,吳欣盈辯論時多次強調二軌外交及主權基金，並呼籲別把她當空氣不要搞棄保
8,照片提
8,供台北市攝影記者聯誼會
8,第個國際部分，注重二軌外交，雙向貿易協定，雙向交流，像台灣已經簽署幾
8,個，雖然沒有在國際組織，我們仍在國際上交更多計畫，合約簽署
8,我們從法規部
8,分要有互通性，個資法歐盟規則，或是全球最低稅制等，只要我們跟國際搭上線，能
8,有更多投資來台灣，台灣相對性重要性會提升，如果只有台積電護國神山，大家看到只有這
8,個，要有護國群山的概念提升台灣經濟，保護台灣
8,前外交部長錢復說過，大陸政策是外交政策的上位政策，民進黨不相信要去闖，丟
8,了個邦交國
8,我還是主張要與大陸談外交休兵，不要再搶來搶去，無謂的浪費，自己的實
8,力要提升
8,我當環保署長的時候，法國賣給我們幻象拉法葉，法國女環保部長要請我
8,去，我沿路從荷蘭德國法國，見了十幾個部長，很多是在辦公室見面，不是在外面，為
8,什麼
8,我們有經濟實力
8,國防與團結議題各有異同
8,民視資深主持人許仲江提問中國對台灣的軍事威脅，台灣要如何強化國防
8,想請問
8,位，是否支持繼續投資國防
8,有哪些可以強化
8,像是這幾年在做的潛艦國造國機國造，義
8,務役士兵役期從個月回復到年等的看法
8,台灣面臨問題就是兩岸軍力逐漸失衡，以及部隊人力嚴重不足的問題
8,我們願景是
8,，備戰不畏戰，能戰不求戰
8,實體改革部分，我們要朝實戰化專業化合理化透明化的
8,方向改革，我們也認同軍方花費要拉高到
8,最重要的部分是，因為軍人已經不多了，
8,軍人要有更好待遇，他們薪資也要更高
8,中國國防預算是我們的倍，但是不是這樣就算了，當然不是，我們要集中我們的
8,力量
8,我們直主張要源頭打擊，海上殲滅，灘岸阻絕
8,我主張將來的戰鬥部隊每人加薪兩
8,萬塊，重賞之下必有勇夫，我們用比較高的待遇，而且這只是合理待遇，然後募集有志之士
8,，願意為國家效勞的職業軍人，職業軍人充實之後才有戰力
8,第個強化訓練，讓不管義務役或志願役能更符合現代需求，第二在軍備升級上擴
8,大採購，能自己做的自己做，不能自己做的我們去買
8,第三就是跟理念相近國家來合作，嚇
8,阻的最終目的不是要作戰，而是確保台海和平，確保我們有實力維護區域的和平，這是所有
8,區域國家共同的理念
8,資深主持人錢怡君提問這次總統大選負面選舉比以往更加激烈，台灣陷入了更對
8,立更加分裂，請問位，如果您當選了要怎麼樣團結台灣
8,另外要請您評價另外兩組候選
8,人，各自說出項他們的優點
8,蕭女士對美工作做得不錯，我想這是她的優點
8,吳女士對財經滿懂的，這可能也是
8,她的優點
8,基本上我們媒體風氣搞得這麼壞，當然是民進黨造成，這還用講嗎
8,現在幾乎有
8,媒體都是綠媒，你今天晚上打開電視看看，幾乎都是幫民進黨在宣傳，我們在座的自
8,由時報，對不起，也是綠媒，所以他們講三民自
8,///
8,蕭美琴強調若當選將在總統授權下，邀請趙少康與吳欣盈兩人共商國是及推動
8,照片提
8,供台北市攝影記者聯誼會
8,趙少康先生曾經是政治金童，他的口才非常的好
8,吳欣盈女士對國際事務也很熱衷
8,，有為國家奉獻的理想，這點我也非常的敬佩
8,但是今天總統選舉的舞台並不是戰情室，
8,我們是要討論國家未來的發展
8,我如果當選的話，願意邀請趙先生還有吳女士起來共商國
8,是，當然在總統的授權之下，起合作起努力讓台灣更好
8,台灣其實有很多跨黨派的合作，我舉幾個例子好了，比如說我剛講到的個資法
8,，全世界幾個民主國家，都採用歐盟個資法
8,如果民眾黨執政的時候，我們可以用
8,個資法導入全世界的接軌，這應該大家不會有爭議的
8,蕭九二共識不能當護國神山，趙共識就是你講你的我說我的
8,聯合報執行副總編輯王茂臻提問請問中華民國憲法與台獨黨綱，誰是護國神
8,山誰是神話，誰是鄉愿與災難
8,我們今天所提到的風險，是國民黨總統候選人要把中華民國憲法九二共識化
8,，我們都知道九二共識當中，並沒有中華民國憲法的存在，尤其習近平對岸已經明確
8,提到，九二共識就是中，沒有各表，九二共識就是中華人民共和國，面對中國這樣的立場
8,，你到底認同嗎
8,有認同才叫共識，不認同不能叫做共識，既然沒有共識，怎麼能夠把九二
8,共識拿來當作我們的護國神山
8,年到現在，國民兩黨個靠中個反中，都失去台灣自主性，這是國民兩黨的
8,問題
8,所以民眾黨主張，可以合作就合作，需要競爭的時候競爭，必要對抗的時候對抗，其
8,實柯主席與我想法致，維持現狀，兩岸和平台灣要自主，以台灣為核心的中華民國，海
8,峽兩岸是和平沒有戰爭的，就是建立在中華民國這個概念上面
8,我跟蕭美琴說，今天我們去吃晚餐，我想喝稀飯，妳要吃牛排，那好吧，那妳吃牛
8,排我喝我的稀飯，這就是共識，共識可以不樣
8,共識就是他講他的你說你的，從此就
8,有通關密碼
8,民進黨老是逼人家，問習近平說，九二共識的中是不是中華民國
8,你是他你
8,會講中華民國嗎
8,他們問我，我們也講中是中華民國，道理就這麼簡單
8,九二共識連結的
8,憲法是個中華民國的，個中華民國的憲法，個中華民國的九二共識
8,第三階段交叉詰問
8,辯論的交叉詰問總共有三個階段，位候選人各自提問由另外兩人回答，總計個問題中，包
8,括核能核廢料美台關係五缺少子化國家認同前瞻建設再生能源備位元首
8,角色數位資安等議題，雖然不像總統辯論那麼針鋒相對，但也各有攻防
8,蕭美琴採取守勢，回覆對手質疑之外，還澄清對手的錯誤訊息
8,吳欣盈則是度對於趙
8,少康都刻意忽略她表達不滿，請不要把我當成中間的空氣，並呼籲不要搞棄保這件事
8,情，因為棄保就是喪失自己的投票權，為民主投下神聖的票
8,趙少康則是宛如主持戰情
8,室電視節目，砲口對準蕭美琴，議題攻勢凌厲
8,趙主攻執政黨，蕭多採守勢，吳別把我當空氣
8,蕭美琴第個提問時就提到對手陣營提出的核能占比需要再蓋好幾個核電廠，到底要蓋在哪
8,裡，以及核廢料要怎麼處理
8,吳欣盈則是回應，不能用非核家園強制停用核電，這
8,會衍生大堆弊案，要務實態度面對能源問題，因為台灣不像是歐洲國家，可以向鄰國買電
8,趙少康則是強調，核和核三廠可以放四部機組現在只有兩部，核四廠可以有八部機組
8,現在只放兩部
8,上次去屏東，周邊居民都跟他說希望核三廠延役，可以領補助款而且核電又
8,不危險，還能讓電價降低，有什麼不好
8,另外語帶諷刺地回應妳最尊敬的美國怎麼處理
8,核廢料，我們就怎麼處理，美國掩埋為什麼我們不能這樣做
8,吳欣盈在第個提問就直指民進黨的親美路線，與美國關係良好，但為什麼只有台積電變成
8,美積電，美國對台投資呢
8,並直指趙少康請辭是真的還是假的
8,不像她當立委立刻辭醫院董
8,事
8,趙少康回應，是直等賴清德捐房子，自己是真心要辭中廣董事長
8,蕭美琴對於美國投
8,資這題有備而來，強調許多美商公司包括美光等，也持續
8,加碼投資台灣，微軟也在台灣成立了研發中心，民進黨沒有嚇跑美商
8,趙少康則是在第二輪的交叉詰問中，花時間質疑年蕭美琴接受訪問說過不認同我們是中
8,華民國的發言，這樣的態度怎麼選副總統
8,蕭美琴則是回應，國民黨很喜歡找我幾年前
8,的發言或書裡面的講法來攻擊，顯然我近年來的發言都非常謹慎
8,吳欣盈則是對於趙少康
8,這個問題全部都在質疑蕭美琴，卻要她回答
8,直接喊話我只要跟觀眾說，請不要把我當
8,空氣，民眾黨有的人支持，都不用發便當就有萬萬人站出來
8,///
8,副總統候選人辯論會上三人風格與策略迥異，辯論交鋒吸引民眾關注
8,攝影鄭宇辰
8,吳欣盈在第二輪中詢問兩位對手怎麼面對生不如死的少子化問題
8,蕭美琴回覆，社會
8,上有許多需要進行人工生殖或是試管協助來孕育下代的，我們持續提供給他們更多協助
8,更多資源補助，讓單身女性未來也可以考慮納入
8,趙少康則是提到到歲國家養，到
8,歲國家顧政見，並以他擔任環保署長時設立育嬰室與托兒室為例，鼓勵大家生小孩
8,趙少康在第三輪中，繼續炮火對準蕭美琴，質疑貪腐已經披著再生能源的外衣
8,蕭美琴回應
8,，再生能源直被抹黑，但事實上到目前為止，涉及爭議甚至是對手口中的弊案不到
8,吳
8,欣盈則是再次強調能源議題必須務實面對，我們是個小島，沒有辦法向鄰國買電，而貪腐
8,的問題則是說要有特偵組，發揮獨立辦案的制度，而不是設立個機關讓執政者上下其
8,手
8,未來合作空間
8,各有遞枝邀請
8,接下來，蕭美琴直指趙少康提出的政見與侯友宜不同，挑戰備位元首的憲政體制，會不會變
8,成憲政危機
8,趙少康則是反擊我哪有這麼偉大
8,並強調自己挑戰憲政體制但這不是憲政
8,危機，而是憲政改革，推動內閣制與聯合政府都是如此，並引用憲法第條，副總統就
8,是備位，侯友宜就是老大
8,吳欣盈則是突然提到，如果民眾黨執政，邀請趙少康擔任主
8,委或副總統辦公室發言人
8,最後，吳欣盈提問時代來臨，投票可以用數位的方式解決，兩位對手怎麼保障外館同仁的
8,投票權
8,趙少康完全沒有針對海外投票回答問題，而是論述中國大陸的企業為了發展投資
8,高達億美元，反觀台灣的民進黨這麼落後怎麼拼
8,蕭美琴說很欣慰聽到剛剛兩位重
8,視，當選之後可以找兩位共同推動
8,對於海外投票問題則是回應遠距投票問題，以
8,及其他所謂政府化，也是政府直在推動的，希望確保個資保障之下，持續
8,全面地來推動
8,第四階段結論
8,賴清德在前天的政見發表會上說，中華民國是災難，後來說是口誤，中華民國憲
8,法是災難
8,在我來看是樣，中華民國跟中華民國憲法不是體的兩面嗎
8,我認為賴
8,清德是台灣和平最大的威脅，他不是口誤，這是他的信仰他的價值跟他直以來的主張
8,"賴清德的信仰讓,萬人都會付出殘酷的代價，我們的生命財產安全子孫的未來都"
8,跟他起陪葬
8,我們的憲法看起來不符現實，我也承認，甚至還有點荒謬，我們怎麼還包括大陸呢
8,但
8,是這就是荒謬的護身符嘛，你看起來有點不符現實，但是這就是我們的保命符，不給老共
8,打我們的藉口
8,為什麼後來我們要加上憲法的增修條文
8,就是這部本文在台灣可能很難
8,實施，但是再以增修條文去用來在台灣運作，所以是有他們的智慧的
8,兩黨輪流執政年了，我們總是聽到勞保要破產健保體系要破產，為什麼都不改
8,不敢面對問題就不能解決問題
8,我多次提倡環境永續醫療永續財政永續，也做出許多
8,具體解方，就是要讓台灣看到希望
8,民眾黨執政帶來新政治文化，是個重啟我們和平繁榮的新機會
8,我常跟主席說，
8,，這兩個也可以說是，我們要給台灣就是和平和繁
8,榮的機會
8,我認為，台灣勤奮人民應該得到更好的生活，我們需要的是嗡嗡嗡給大家省
8,錢賺錢的柯盈配
8,國際公認的風險來源是中國共產黨，不是台灣不是民進黨，也不是賴清德，我們
8,需要正視這個問題，不能像鴕鳥樣直在怪被害人，我們是被打壓被孤立的
8,國台辦嗆
8,誰你們就跟著嗆誰，國台辦罵誰你們就跟著罵誰，這不應該是團結台灣接軌世界，讓
8,台灣在世界上架該有的決心跟態度
8,賴清德和蕭美琴國政方向最明確改革做法最穩健，也最能因應世界局勢的變化
8,台灣的總
8,統選舉不是戰情室，也不是在選名嘴，也不是在選誰更會吵架，而是要選有經驗有歷練
8,能夠做事能夠讓台灣更好的人
8,領導者要帶著國家往前，不能只想逞口舌之快，用美麗的
8,口號來治國，也不能輕易在壓力下屈服，只有冷靜不躁進，理性不挑釁，國家才能直
8,往前走
8,會後記者會吳欣盈澄清口誤，趙少康強調與侯友宜政見沒衝突
8,///
8,吳欣盈於會後記者會上澄清口誤
8,攝影鄭宇辰
8,///
8,趙少康在會後記者會強調與侯友宜政見沒有衝突
8,攝影鄭宇辰
8,///
8,蕭美琴於會後記者會因為喉嚨不舒服，僅簡單感謝媒體，並未開放提問
8,攝影鄭宇辰
8,吳欣盈在交互詰問階段回答趙少康問題時，針對反貪部分回答要有特偵組能發揮這個獨立
8,辦案的制度
8,對此她在辯論會後記者會上澄清是口誤，並指她的原意是民眾黨不認為要設
8,立特偵組，而是應該由原有體制發揮功能，柯文哲的政見並沒有改變
8,會後記者會上，面對兩岸情勢緊張帶來的影響，趙少康也再次以美國歌手泰勒絲
8,團隊無法來台舉例
8,為此，他特別請教泰勒絲經紀人是否可公開原因，經同意後才定
8,調為擔心地緣政治
8,另方面，對於吳欣盈席不要把我當空氣說法，趙少康澄清我沒有把她當空氣，
8,但是重點不在她身上，這是事實
8,他也說明，柯文哲現在並非總統副總統和行政院長，
8,吳欣盈也是現職立委，因此不需要特別關注
8,現場並有媒體提問軍人加薪萬元的主張，對此，趙少康強調他的主軸是擺在主戰部隊
8,的薪資待遇，因為現階段萬名志願役中，只有萬名士兵，為提高加入主戰部隊誘因才提
8,出這樣的政策，跟侯友宜宣示幫志願役每月加薪萬元的主張並沒有衝突，兩人也互相商量
8,過
8,蕭美琴則因為喉嚨不舒服，僅簡單感謝媒體，並未開放媒體提問
8,連結
8,///
9,想嘴下空空如也的穩定電力政策
9,結果發現網頁直接被砍掉了
9,原本的網址
9,//////
9,_
9,之前的截圖
9,///
9,///
9,穩定供電台電怎麼做完整版
9,///
9,直強調電力調度就能解決
9,線路壞掉
9,你調度就能夠解決了啊
9,不是停電直怪線路出狀況阿
9,穩定電力供應的研究要包含這塊吧
9,應該要模擬某線路壞掉的影響吧
9,還在那邊說啥電網韌性問題
9,早就知道問題點
9,還不去解決跟評估
9,你電沒送到使用者手上就是缺電阿
9,講那麼多廢話
9,這幾年被漲三次左右的電價
9,有夠不爽的
9,某研究院每年領萬
9,研究的電子檔又不公開
9,真的爽領
9,////
10,以前電價便宜的時候
10,買房不太會考慮長期用電需求
10,消費者看房子是不是冬暖夏涼就沒太在意了
10,反正溫度不對就是電器打開
10,但是近年電價有顯著的變動
10,對市場上的房地產有什麼影響嗎
10,會不會有建商開始思考什麼建築工法能省電
10,按理說
10,如果住在個超大保冰桶裡面
10,開起冷氣來應該也能比較省錢吧
10,是因為保冰桶中間都有空氣夾層隔絕溫度傳導嗎
10,那如果在房子上面蓋個儲水容器
10,夏天的時候把水漏下來淋在房子上
10,是不是能透過水的蒸散減少冷氣的耗電
10,有沒有哪些建築工法在台灣這個地理環境能有效節電的八卦
10,若是為了長遠的用電考量
10,是不是該把那些過度仰賴高耗電電器才能住人的房子早點都更掉
10,卦
11,如蹄
11,早餐午餐晚餐，我都喝即溶咖啡
11,油錢約塊電話費平均約網路費沒有
